desc_cod_escoa_sanitario_domic_fam;cod_familiar_fam
Fossa séptica;5242243740
Outra forma;5243024210
Fossa séptica;5243099902
Fossa séptica;5243248592
Fossa séptica;5243702579
Fossa séptica;5243795569
Outra forma;5243878340
Outra forma;5244004310
Direto para um rio, lago ou mar;5244066501
Outra forma;5244494147
Direto para um rio, lago ou mar;5244957694
Direto para um rio, lago ou mar;5244965360
;5246852741
Fossa séptica;5247134648
Direto para um rio, lago ou mar;5248385423
Fossa séptica;5248409977
Direto para um rio, lago ou mar;5249397646
Direto para um rio, lago ou mar;5250195458
Direto para um rio, lago ou mar;5250502644
Fossa séptica;5250533795
Fossa séptica;5250774997
Outra forma;5250828248
Vala a céu aberto;5261079365
;5261635691
Fossa séptica;5261892902
Direto para um rio, lago ou mar;5262291953
Direto para um rio, lago ou mar;5252237115
Direto para um rio, lago ou mar;5252270910
Outra forma;5252710740
Fossa séptica;5253572384
Direto para um rio, lago ou mar;5253659900
Vala a céu aberto;5255460303
Direto para um rio, lago ou mar;5255576360
Vala a céu aberto;5255672327
Direto para um rio, lago ou mar;5256209582
Vala a céu aberto;5256982214
Direto para um rio, lago ou mar;5257039346
Direto para um rio, lago ou mar;5257767104
Direto para um rio, lago ou mar;5260307712
Direto para um rio, lago ou mar;5263523025
Vala a céu aberto;5263682093
Direto para um rio, lago ou mar;5273246474
;5273645093
Outra forma;5274140009
Fossa séptica;5264564264
Direto para um rio, lago ou mar;5264754632
Direto para um rio, lago ou mar;5266461608
Outra forma;5267953440
Fossa séptica;5267968633
Outra forma;5268201360
Vala a céu aberto;5269742063
Outra forma;5271349292
Vala a céu aberto;5274902294
Outra forma;5294211866
;5294480255
;5294818205
Fossa séptica;5294933225
Direto para um rio, lago ou mar;5275344392
;5276968209
Fossa séptica;5277615679
Direto para um rio, lago ou mar;5278005629
Direto para um rio, lago ou mar;5278330538
Direto para um rio, lago ou mar;5278500557
Direto para um rio, lago ou mar;5279416460
Direto para um rio, lago ou mar;5279788686
Direto para um rio, lago ou mar;5279837300
Fossa séptica;5280066656
Direto para um rio, lago ou mar;5280493805
Direto para um rio, lago ou mar;5280676993
Outra forma;5280742619
Vala a céu aberto;5280834300
Fossa séptica;5281548930
Outra forma;5282230119
Direto para um rio, lago ou mar;5283238652
Vala a céu aberto;5286276512
Fossa séptica;5286369448
;5286767923
Direto para um rio, lago ou mar;5287699360
Direto para um rio, lago ou mar;5288195269
Outra forma;5288438501
Fossa séptica;5288618321
Direto para um rio, lago ou mar;5288957967
Outra forma;5290916237
Fossa séptica;5291769807
Direto para um rio, lago ou mar;5291898100
;5291899689
;5292400335
Outra forma;5293072862
Outra forma;5295425606
Direto para um rio, lago ou mar;5312765899
Fossa séptica;5295769534
Direto para um rio, lago ou mar;5297243831
Fossa séptica;5297266378
;5297951836
Fossa séptica;5298167764
Fossa séptica;5298198643
Fossa séptica;5299951825
Fossa séptica;5299982380
Fossa séptica;5300868752
Direto para um rio, lago ou mar;5301239244
Fossa séptica;5301347217
Vala a céu aberto;5301819674
Fossa séptica;5302680513
;5302767201
Vala a céu aberto;5303030270
Outra forma;5303048802
Outra forma;5303194116
Direto para um rio, lago ou mar;5303362353
Direto para um rio, lago ou mar;5303403564
Fossa séptica;5304079302
;5304218361
Direto para um rio, lago ou mar;5306131581
Direto para um rio, lago ou mar;5306152236
Fossa séptica;5306270867
Direto para um rio, lago ou mar;5306306802
Direto para um rio, lago ou mar;5307012276
Direto para um rio, lago ou mar;5307285914
;5307608357
Fossa séptica;5307608519
Vala a céu aberto;5308056420
Direto para um rio, lago ou mar;5308253927
Vala a céu aberto;5309088083
Outra forma;5309451501
Direto para um rio, lago ou mar;5311184604
Direto para um rio, lago ou mar;5311846410
Outra forma;5313656627
Outra forma;5314176971
Direto para um rio, lago ou mar;5314654709
Fossa séptica;5314704234
Direto para um rio, lago ou mar;5315202429
Fossa séptica;5315870880
Direto para um rio, lago ou mar;5316122879
Fossa séptica;5317941806
;5318067743
;5318209041
Outra forma;5318724400
Fossa séptica;5320023774
;5321217750
Outra forma;5322580883
Outra forma;5322646736
;5323453982
;5324992127
;5325311328
Direto para um rio, lago ou mar;5325505955
;5326122480
Direto para um rio, lago ou mar;5326947080
Direto para um rio, lago ou mar;5327021580
Fossa séptica;5327231127
Fossa séptica;5328028538
Direto para um rio, lago ou mar;5328753461
Fossa séptica;5329390265
Direto para um rio, lago ou mar;5330336759
;5330443679
Direto para um rio, lago ou mar;5330745250
;5331346685
;5331611427
Fossa séptica;5332265387
;5332984740
;5333007543
Outra forma;5334289801
Fossa séptica;5334766154
;5336035874
Outra forma;5336160261
Vala a céu aberto;5337607200
Direto para um rio, lago ou mar;5337747800
;5338207150
Direto para um rio, lago ou mar;5338746611
Outra forma;5339045951
Vala a céu aberto;5340587100
Fossa séptica;5341048512
Fossa rudimentar;5341086015
Fossa séptica;5341439465
Outra forma;5342040078
Fossa rudimentar;5344269722
Fossa séptica;5345040788
Outra forma;5345738513
Outra forma;5346906614
Outra forma;5347285451
;5348868418
Direto para um rio, lago ou mar;5349142763
Direto para um rio, lago ou mar;5349277421
Fossa séptica;5349548980
Fossa séptica;5349640607
Direto para um rio, lago ou mar;5349979299
Direto para um rio, lago ou mar;5350050915
;5350823981
Direto para um rio, lago ou mar;5350870475
Direto para um rio, lago ou mar;5351776588
Direto para um rio, lago ou mar;5352219160
Fossa séptica;5353064666
Fossa séptica;5354321433
Direto para um rio, lago ou mar;5355870236
Fossa séptica;5368009445
Vala a céu aberto;5357667934
;5357836043
Direto para um rio, lago ou mar;5358554270
Outra forma;5358599533
Fossa séptica;5361335657
Direto para um rio, lago ou mar;5361446300
Direto para um rio, lago ou mar;5361709590
Direto para um rio, lago ou mar;5362895818
Fossa séptica;5363209853
Fossa séptica;5364452654
Fossa séptica;5365491688
Direto para um rio, lago ou mar;5366624010
Vala a céu aberto;5367658806
Direto para um rio, lago ou mar;5367668780
Fossa séptica;5369253218
Outra forma;5369758840
Direto para um rio, lago ou mar;5376610772
Outra forma;5370478406
;5371343288
Vala a céu aberto;5371795189
Direto para um rio, lago ou mar;5371841555
;5373336068
;5374154591
Direto para um rio, lago ou mar;5374436490
Direto para um rio, lago ou mar;5374482092
Fossa séptica;5375300290
Outra forma;5377077199
;5377204131
Fossa séptica;5379112277
Fossa séptica;5384166290
Fossa séptica;5384263148
Direto para um rio, lago ou mar;5379358608
Outra forma;5379379435
;5380013724
Outra forma;5380689493
Direto para um rio, lago ou mar;5380847404
Fossa séptica;5381597665
Direto para um rio, lago ou mar;5381960174
Fossa séptica;5382020337
Direto para um rio, lago ou mar;5382811385
Direto para um rio, lago ou mar;5383257128
Direto para um rio, lago ou mar;5383566856
Fossa séptica;5383880305
;5391300878
Outra forma;5391341710
Outra forma;5384808071
Fossa séptica;5385111767
Fossa séptica;5385908401
Outra forma;5386926187
Outra forma;5387565196
Outra forma;5387735610
Fossa séptica;5387825449
Fossa séptica;5388542602
Direto para um rio, lago ou mar;5389985559
Direto para um rio, lago ou mar;5391758386
;5392045448
Fossa séptica;5393005784
Fossa séptica;5393022522
Fossa séptica;5393034296
Fossa séptica;5393642660
Fossa séptica;5393737025
Direto para um rio, lago ou mar;5393886454
Fossa séptica;5400021514
Fossa séptica;5394419531
;5394551308
Fossa séptica;5394802408
;5395160663
Direto para um rio, lago ou mar;5395293116
Direto para um rio, lago ou mar;5395376160
Outra forma;5395510826
Direto para um rio, lago ou mar;5395618198
;5395625992
Fossa séptica;5395691600
Fossa séptica;5396126345
Outra forma;5396464828
Direto para um rio, lago ou mar;5397299227
Vala a céu aberto;5397708500
Direto para um rio, lago ou mar;5398300202
Direto para um rio, lago ou mar;5398414712
Outra forma;5399538571
Direto para um rio, lago ou mar;5401125003
;5401314663
Fossa séptica;5402469725
Fossa séptica;5402908079
Direto para um rio, lago ou mar;5402976074
Vala a céu aberto;5403921206
Outra forma;5404223200
Fossa séptica;5405336700
Outra forma;5405521604
Outra forma;5407312859
Fossa séptica;5407451891
;5407574705
Direto para um rio, lago ou mar;5408088901
Fossa séptica;5408614808
Direto para um rio, lago ou mar;5409008006
Fossa séptica;5409513746
Fossa séptica;5411169240
Fossa séptica;5411425506
Direto para um rio, lago ou mar;5411769000
Outra forma;5411849110
Direto para um rio, lago ou mar;5412056920
Fossa séptica;5412821405
Fossa séptica;5413317603
;5414276870
;5415222219
;5415391088
Direto para um rio, lago ou mar;5415403515
;5415485570
;5415607609
;5415724745
Fossa séptica;5415797629
;5415825428
Direto para um rio, lago ou mar;5416850078
;5417109231
Fossa séptica;5417315052
Outra forma;5417360945
Direto para um rio, lago ou mar;5417376272
;5417395145
Fossa séptica;5417404900
;5417522783
Direto para um rio, lago ou mar;5417593451
Direto para um rio, lago ou mar;5417689564
Vala a céu aberto;5417702170
Outra forma;5418021516
;5418747800
Outra forma;5419986841
Direto para um rio, lago ou mar;5420381290
Outra forma;5420971330
Fossa rudimentar;5421101215
Direto para um rio, lago ou mar;5421414000
;5421567095
Direto para um rio, lago ou mar;5421807150
Direto para um rio, lago ou mar;5421826376
Outra forma;5423368553
;5423392187
Direto para um rio, lago ou mar;5423752906
Outra forma;5424206514
Direto para um rio, lago ou mar;5424489630
Outra forma;5425255268
Vala a céu aberto;5426137943
Fossa séptica;5426685991
Direto para um rio, lago ou mar;5434701801
Fossa séptica;5434942418
Fossa séptica;5434997743
Direto para um rio, lago ou mar;5427121803
Direto para um rio, lago ou mar;5427643699
Direto para um rio, lago ou mar;5427780092
Vala a céu aberto;5428352310
Direto para um rio, lago ou mar;5428887931
Direto para um rio, lago ou mar;5432653826
;5432929910
Fossa séptica;5436490166
;5437865015
Vala a céu aberto;5437893302
Outra forma;5437954700
Direto para um rio, lago ou mar;5438109419
Direto para um rio, lago ou mar;5439971629
Fossa séptica;5449985029
;5450150229
Fossa séptica;5441525142
;5441809841
Fossa séptica;5442109568
Vala a céu aberto;5442618527
Outra forma;5443384309
Fossa séptica;5443442007
Fossa séptica;5443568370
Outra forma;5445326195
Fossa séptica;5445840077
Outra forma;5445993574
Fossa séptica;5446056752
;5446830563
Direto para um rio, lago ou mar;5446990927
Direto para um rio, lago ou mar;5448062989
Fossa séptica;5448236995
Outra forma;5452307990
Fossa séptica;5452633529
Vala a céu aberto;5453416637
Outra forma;5453828668
Fossa séptica;5462063792
;5462629532
Vala a céu aberto;5463445265
Fossa séptica;5455788337
Direto para um rio, lago ou mar;5456635046
Fossa séptica;5457067777
Fossa séptica;5458123999
Fossa séptica;5458470524
;5459335442
;5459389100
;5459564980
;5459694760
;5459708737
Fossa séptica;5459737834
;5459761034
;5459769108
;5459815223
;5459827159
;5459835178
;5459872022
;5459907934
;5459921686
;5459970113
;5459978602
;5460022851
;5460037964
;5460044154
;5460059267
;5460063965
;5460064694
;5460081513
;5460087635
;5460132797
;5460309204
;5460321174
;5460353025
;5460355583
;5460368995
;5460406919
;5460453089
;5460467705
;5460588170
;5460975450
Fossa séptica;5464585133
Outra forma;5472540402
Direto para um rio, lago ou mar;5465762144
Fossa séptica;5466596752
;5469313751
Direto para um rio, lago ou mar;5469611850
Fossa séptica;5469753301
Direto para um rio, lago ou mar;5469968170
Direto para um rio, lago ou mar;5470261700
;5470412172
Direto para um rio, lago ou mar;5470664813
Fossa séptica;5470877647
Vala a céu aberto;5471349407
Fossa séptica;5471442296
Outra forma;5471550188
Fossa séptica;5473222080
Outra forma;5473266029
;5474150520
;5474481713
Direto para um rio, lago ou mar;5475794030
Direto para um rio, lago ou mar;5476354190
Fossa rudimentar;5476733370
;5478128503
;5478303194
Outra forma;5478776688
Fossa séptica;5479545817
Outra forma;5480358499
Vala a céu aberto;5487423326
;5487469075
Direto para um rio, lago ou mar;5480657992
;5481981521
;5482152278
;5482209059
;5482395766
;5482420620
Fossa séptica;5484145562
Direto para um rio, lago ou mar;5484272165
Fossa rudimentar;5484284503
Direto para um rio, lago ou mar;5484435560
;5484462100
Outra forma;5484752370
Direto para um rio, lago ou mar;5485375006
Fossa séptica;5485588689
Direto para um rio, lago ou mar;5485669506
Fossa séptica;5488310410
Fossa séptica;5491027103
Direto para um rio, lago ou mar;5492038001
Direto para um rio, lago ou mar;5492207717
Direto para um rio, lago ou mar;5492409344
Direto para um rio, lago ou mar;5493168685
Outra forma;5493275503
Fossa séptica;5493435470
Fossa séptica;5494294501
Outra forma;5495475410
Fossa rudimentar;5496701570
;5496842395
Direto para um rio, lago ou mar;5497286356
Direto para um rio, lago ou mar;5497808824
Direto para um rio, lago ou mar;5498325800
Outra forma;5499469776
Direto para um rio, lago ou mar;5500702300
Fossa séptica;5500884077
Vala a céu aberto;5500993364
Direto para um rio, lago ou mar;5509467134
Outra forma;5502560406
Direto para um rio, lago ou mar;5502872300
Vala a céu aberto;5503703073
Direto para um rio, lago ou mar;5503808096
Fossa rudimentar;5504468507
Direto para um rio, lago ou mar;5505129269
Outra forma;5506696809
Direto para um rio, lago ou mar;5506734905
Vala a céu aberto;5507872163
Direto para um rio, lago ou mar;5508072179
Fossa séptica;5511795461
Direto para um rio, lago ou mar;5512176935
Fossa rudimentar;5512464990
Direto para um rio, lago ou mar;5513019965
Direto para um rio, lago ou mar;5514008380
;5514555194
Direto para um rio, lago ou mar;5514996999
Direto para um rio, lago ou mar;5515457552
Fossa séptica;5515534050
Direto para um rio, lago ou mar;5517652328
Fossa séptica;5517681697
Fossa séptica;5518083300
Fossa rudimentar;5518281374
Fossa séptica;5526302253
Direto para um rio, lago ou mar;5526617408
Direto para um rio, lago ou mar;5518617461
Fossa séptica;5518660715
Fossa séptica;5519025070
Fossa séptica;5519598860
Outra forma;5520147450
Direto para um rio, lago ou mar;5520961131
Fossa séptica;5521200576
Fossa séptica;5521682627
Fossa séptica;5522716754
Fossa séptica;5523258210
Fossa séptica;5523582158
;5523742961
Direto para um rio, lago ou mar;5524390376
Direto para um rio, lago ou mar;5525653427
Outra forma;5525796961
;5536935909
Direto para um rio, lago ou mar;5537298538
Fossa séptica;5537553155
Fossa séptica;5527964250
Direto para um rio, lago ou mar;5529815243
Fossa séptica;5530901352
Fossa séptica;5533098542
Fossa séptica;5533374248
;5533528300
Vala a céu aberto;5534846305
Fossa rudimentar;5541300096
Direto para um rio, lago ou mar;5541795125
Direto para um rio, lago ou mar;5541959179
Outra forma;5542841201
Outra forma;5544623465
Fossa séptica;5544718334
Direto para um rio, lago ou mar;5557242201
Outra forma;5557442219
Outra forma;5558176016
Vala a céu aberto;5545574522
Vala a céu aberto;5545678069
Outra forma;5546359099
Fossa séptica;5547556025
Fossa séptica;5548219154
;5551693759
Vala a céu aberto;5553355265
Vala a céu aberto;5553553067
Fossa séptica;5553790352
Direto para um rio, lago ou mar;5554795366
;5556005303
;5556605670
Outra forma;5556642281
Fossa séptica;5559268500
;5561357760
Vala a céu aberto;5561371754
Fossa séptica;5561783432
Outra forma;5561883658
Vala a céu aberto;5562470942
Outra forma;5562505673
Fossa rudimentar;5564456432
Outra forma;5564598067
Outra forma;5566084451
;5567354126
;5567400330
Direto para um rio, lago ou mar;5568105898
Fossa séptica;5568556717
Outra forma;5568739552
Direto para um rio, lago ou mar;5568844500
Direto para um rio, lago ou mar;5569507205
;5570022651
Direto para um rio, lago ou mar;5570822852
Fossa séptica;5570907173
Direto para um rio, lago ou mar;5570999787
Fossa séptica;5571036818
Vala a céu aberto;5571445823
;5572488925
;5573054201
Vala a céu aberto;5573641247
Outra forma;5574147254
Fossa séptica;5587288633
Direto para um rio, lago ou mar;5576469526
Direto para um rio, lago ou mar;5576531779
