desc_cod_escoa_sanitario_domic_fam;cod_familiar_fam
Fossa séptica;4707100473
Direto para um rio, lago ou mar;4707694837
Outra forma;4708201010
Direto para um rio, lago ou mar;4708266146
Fossa séptica;4708348622
;4708944071
Fossa séptica;4708997515
Fossa séptica;4709036004
Outra forma;4709045429
Direto para um rio, lago ou mar;4709373191
Fossa séptica;4709410909
Direto para um rio, lago ou mar;4709424284
Fossa séptica;4710587000
Outra forma;4711461450
Direto para um rio, lago ou mar;4711722866
Fossa séptica;4712157674
;4712631686
Vala a céu aberto;4712706791
Fossa séptica;4715302985
Outra forma;4715406500
Direto para um rio, lago ou mar;4715475227
;4715846730
;4716329704
Fossa séptica;4717939654
Direto para um rio, lago ou mar;4720787800
Direto para um rio, lago ou mar;4721079257
Direto para um rio, lago ou mar;4721100124
Outra forma;4721648480
Outra forma;4722010935
Direto para um rio, lago ou mar;4722065403
Direto para um rio, lago ou mar;4723106316
Outra forma;4723769935
Fossa séptica;4723872949
Direto para um rio, lago ou mar;4724411678
Outra forma;4724497025
Direto para um rio, lago ou mar;4724522585
Fossa séptica;4727534959
;4729285620
;4729575385
Direto para um rio, lago ou mar;4730191404
Direto para um rio, lago ou mar;4730728157
;4731077834
Outra forma;4731307503
;4732237754
Outra forma;4732608086
;4733217692
Fossa séptica;4733883242
Outra forma;4734488665
Outra forma;4734538786
;4735216367
Vala a céu aberto;4735585486
Direto para um rio, lago ou mar;4737557420
Direto para um rio, lago ou mar;4737845485
;4738264370
Fossa séptica;4739072327
Vala a céu aberto;4748508469
Vala a céu aberto;4748620382
Fossa séptica;4748835583
Fossa séptica;4740782219
Fossa séptica;4741388280
Direto para um rio, lago ou mar;4741409465
Fossa séptica;4741477037
Direto para um rio, lago ou mar;4743081890
Fossa séptica;4744615996
Direto para um rio, lago ou mar;4745536470
Fossa séptica;4745630816
Outra forma;4745867581
Fossa séptica;4746723524
Fossa rudimentar;4746774277
Fossa séptica;4746899134
Direto para um rio, lago ou mar;4747052186
Direto para um rio, lago ou mar;4747357610
Direto para um rio, lago ou mar;4747461353
Fossa séptica;4747695346
;4747750703
;4749634034
Direto para um rio, lago ou mar;4750043370
;4750282871
Vala a céu aberto;4750702323
Outra forma;4759950745
Fossa séptica;4760063412
;4760523600
Fossa séptica;4761010770
Outra forma;4761120363
Direto para um rio, lago ou mar;4761303441
Outra forma;4761543833
Direto para um rio, lago ou mar;4761648856
Fossa séptica;4753761703
Outra forma;4754022866
Outra forma;4754025610
Fossa séptica;4754145356
Direto para um rio, lago ou mar;4754317661
;4754701925
Fossa séptica;4754799399
Direto para um rio, lago ou mar;4754805976
Fossa séptica;4755090482
Outra forma;4755135419
;4755694663
Fossa séptica;4755886732
Fossa séptica;4755901049
Fossa séptica;4756293450
;4757920849
;4758463972
Fossa séptica;4758522065
Vala a céu aberto;4758719950
Outra forma;4759479244
Direto para um rio, lago ou mar;4762383074
Direto para um rio, lago ou mar;4763331213
Outra forma;4763470175
Fossa séptica;4763709658
Vala a céu aberto;4764506408
Outra forma;4764627388
Fossa séptica;4764642182
Vala a céu aberto;4764715597
Outra forma;4765515605
Fossa séptica;4766018516
Direto para um rio, lago ou mar;4766045246
Fossa séptica;4766274601
Outra forma;4766429818
Direto para um rio, lago ou mar;4767043913
Outra forma;4767903017
;4767958423
Direto para um rio, lago ou mar;4768057241
;4768059619
;4768178111
Fossa séptica;4768746616
Fossa séptica;4769583850
Direto para um rio, lago ou mar;4770397402
Direto para um rio, lago ou mar;4771090718
Direto para um rio, lago ou mar;4771162565
Outra forma;4771522014
Vala a céu aberto;4771755892
Fossa séptica;4772394982
Fossa séptica;4772635696
Fossa séptica;4773094451
Fossa séptica;4773234130
Fossa séptica;4773296674
Vala a céu aberto;4773347929
Fossa séptica;4773430826
;4773771739
;4773870044
Vala a céu aberto;4774550507
Fossa séptica;4774974200
Direto para um rio, lago ou mar;4775112368
Fossa séptica;4775978586
;4776190109
Direto para um rio, lago ou mar;4776447088
Fossa séptica;4776517558
;4776921685
Fossa séptica;4777288471
Direto para um rio, lago ou mar;4777419320
;4777921549
Vala a céu aberto;4778213831
Fossa séptica;4778440307
Vala a céu aberto;4778747704
Direto para um rio, lago ou mar;4779952506
Fossa séptica;4779980976
Direto para um rio, lago ou mar;4780563380
Outra forma;4780805490
Fossa rudimentar;4781004423
Fossa séptica;4781376720
Direto para um rio, lago ou mar;4781436056
Direto para um rio, lago ou mar;4781436994
Outra forma;4781643434
Vala a céu aberto;4782025041
Fossa séptica;4782089104
Vala a céu aberto;4782114656
Direto para um rio, lago ou mar;4782356404
Fossa séptica;4782789777
;4782928645
Fossa séptica;4782964790
Outra forma;4783226075
Vala a céu aberto;4783549320
;4783598614
Fossa séptica;4784046704
Direto para um rio, lago ou mar;4784576185
Vala a céu aberto;4785374411
Fossa séptica;4791878515
Vala a céu aberto;4791964195
Direto para um rio, lago ou mar;4792050197
Outra forma;4798362565
Direto para um rio, lago ou mar;4798502081
Direto para um rio, lago ou mar;4798539163
Outra forma;4798780480
Fossa séptica;4786119350
Vala a céu aberto;4786454737
Vala a céu aberto;4786534331
Direto para um rio, lago ou mar;4786850330
;4786900702
Vala a céu aberto;4787200330
Fossa séptica;4787845896
Fossa séptica;4787972065
Direto para um rio, lago ou mar;4788906562
Outra forma;4789033597
Vala a céu aberto;4789196119
Outra forma;4789294986
Fossa séptica;4789321118
Fossa séptica;4789390004
Direto para um rio, lago ou mar;4789645282
Direto para um rio, lago ou mar;4790106926
Vala a céu aberto;4790505707
Vala a céu aberto;4790889009
Direto para um rio, lago ou mar;4790939707
Fossa séptica;4791247361
Fossa séptica;4791315979
;4792322022
Direto para um rio, lago ou mar;4792388201
Fossa séptica;4792831091
;4792913497
Outra forma;4792930073
Fossa séptica;4793273351
Direto para um rio, lago ou mar;4793302122
Direto para um rio, lago ou mar;4793348700
Direto para um rio, lago ou mar;4793616577
;4794027958
Direto para um rio, lago ou mar;4794147694
Outra forma;4794366817
Fossa séptica;4794430841
Direto para um rio, lago ou mar;4794520670
;4795556130
Fossa séptica;4796881689
Vala a céu aberto;4796968962
Vala a céu aberto;4797116153
Outra forma;4797350938
Vala a céu aberto;4797401788
Vala a céu aberto;4797429364
Direto para um rio, lago ou mar;4797976330
Fossa séptica;4798923931
Direto para um rio, lago ou mar;4799400029
Direto para um rio, lago ou mar;4799480979
Direto para um rio, lago ou mar;4807442465
Vala a céu aberto;4807871749
Direto para um rio, lago ou mar;4799710729
;4799873946
Vala a céu aberto;4799984187
Vala a céu aberto;4800418305
Direto para um rio, lago ou mar;4800424704
Direto para um rio, lago ou mar;4800918545
Vala a céu aberto;4801175864
Vala a céu aberto;4802059221
Vala a céu aberto;4803044759
Outra forma;4803113238
Vala a céu aberto;4803537275
Direto para um rio, lago ou mar;4805237112
;4806934470
Fossa séptica;4807043412
Direto para um rio, lago ou mar;4807156454
Fossa séptica;4808621258
;4808905957
Vala a céu aberto;4808963566
Vala a céu aberto;4809330060
Fossa séptica;4809466205
Fossa rudimentar;4809678490
Fossa séptica;4809837637
Direto para um rio, lago ou mar;4810924041
Vala a céu aberto;4818586366
Outra forma;4818857068
;4818873268
;4818906379
Fossa séptica;4819130927
;4811529464
Fossa séptica;4811637003
Direto para um rio, lago ou mar;4811641892
Direto para um rio, lago ou mar;4812327458
Fossa séptica;4812596270
;4813417906
Vala a céu aberto;4813867855
Fossa séptica;4814828306
Direto para um rio, lago ou mar;4815726000
Direto para um rio, lago ou mar;4816325220
;4816398295
Fossa séptica;4816516832
Fossa séptica;4816580255
Outra forma;4816620907
Outra forma;4816982990
;4816999299
Direto para um rio, lago ou mar;4818068225
Fossa séptica;4819920227
Direto para um rio, lago ou mar;4820272071
Vala a céu aberto;4820307045
Fossa séptica;4836027284
Outra forma;4836112397
Fossa séptica;4820862030
;4820904302
Outra forma;4821259699
Fossa séptica;4821435926
Fossa séptica;4821611163
Direto para um rio, lago ou mar;4822946207
;4823277902
Fossa séptica;4823305701
;4823377370
Fossa séptica;4823761804
Direto para um rio, lago ou mar;4824102723
Direto para um rio, lago ou mar;4824274770
;4824371708
Fossa séptica;4824398908
Fossa séptica;4825707688
Direto para um rio, lago ou mar;4826070098
Vala a céu aberto;4826112190
;4826123809
Direto para um rio, lago ou mar;4826237995
Vala a céu aberto;4827344698
Vala a céu aberto;4827908575
Direto para um rio, lago ou mar;4828057811
Vala a céu aberto;4828312609
Direto para um rio, lago ou mar;4828685545
;4829013303
Vala a céu aberto;4829337630
Direto para um rio, lago ou mar;4829380489
Fossa séptica;4829461802
Vala a céu aberto;4829469110
Fossa séptica;4829790202
;4829956453
Direto para um rio, lago ou mar;4830374519
Vala a céu aberto;4830561203
Vala a céu aberto;4830901748
;4831132985
Direto para um rio, lago ou mar;4831853887
Outra forma;4832156276
;4832706950
;4833318059
Direto para um rio, lago ou mar;4833423430
Vala a céu aberto;4834105199
Direto para um rio, lago ou mar;4835045211
Fossa séptica;4835722922
Fossa séptica;4836471443
Fossa séptica;4836493331
Vala a céu aberto;4844125079
Fossa séptica;4844382390
Vala a céu aberto;4854284749
Fossa séptica;4837040080
Direto para um rio, lago ou mar;4837204023
Vala a céu aberto;4838232527
Direto para um rio, lago ou mar;4838347260
Fossa séptica;4838814909
;4838969260
Direto para um rio, lago ou mar;4839018570
Vala a céu aberto;4839080291
Fossa séptica;4839125902
Vala a céu aberto;4839192090
Fossa séptica;4839960410
;4840514070
Fossa séptica;4840523576
Direto para um rio, lago ou mar;4842127619
Direto para um rio, lago ou mar;4842544562
Fossa séptica;4842551852
Fossa rudimentar;4842885041
Outra forma;4842937106
Fossa rudimentar;4842969490
Vala a céu aberto;4843154040
Direto para um rio, lago ou mar;4843447307
Direto para um rio, lago ou mar;4843960560
;4844021966
Fossa séptica;4844040596
Direto para um rio, lago ou mar;4844999982
Direto para um rio, lago ou mar;4846876705
Outra forma;4847273036
Direto para um rio, lago ou mar;4847355350
Fossa séptica;4851143729
Direto para um rio, lago ou mar;4851758863
Fossa séptica;4852644128
Fossa séptica;4853262806
Fossa séptica;4853367748
Outra forma;4853768653
Outra forma;4853898000
Fossa séptica;4854879424
Fossa séptica;4854914009
;4855250384
Fossa séptica;4855384070
Outra forma;4855536865
Fossa rudimentar;4855644757
Outra forma;4856053841
Outra forma;4856155920
;4856336630
Vala a céu aberto;4856548905
Direto para um rio, lago ou mar;4856868217
Direto para um rio, lago ou mar;4856875850
Fossa séptica;4856955101
Direto para um rio, lago ou mar;4857003287
Direto para um rio, lago ou mar;4857314797
Vala a céu aberto;4857571250
;4857645122
Direto para um rio, lago ou mar;4857650398
Fossa séptica;4857926482
Fossa séptica;4858227928
Direto para um rio, lago ou mar;4859131940
Vala a céu aberto;4859171810
Direto para um rio, lago ou mar;4859308204
;4860296540
Direto para um rio, lago ou mar;4860297946
Outra forma;4860423593
Direto para um rio, lago ou mar;4860818423
Vala a céu aberto;4867827860
Vala a céu aberto;4861304601
Direto para um rio, lago ou mar;4861937809
Outra forma;4863350201
Direto para um rio, lago ou mar;4863843658
Direto para um rio, lago ou mar;4863894139
Direto para um rio, lago ou mar;4864164533
Fossa séptica;4864316228
Fossa séptica;4865806520
Direto para um rio, lago ou mar;4865879919
Direto para um rio, lago ou mar;4866354224
Vala a céu aberto;4866721073
Fossa séptica;4866771410
Direto para um rio, lago ou mar;4867131130
Fossa séptica;4867357537
;4867500437
Fossa séptica;4868543962
;4868795937
;4868950339
Fossa séptica;4875694156
Fossa séptica;4869213443
Direto para um rio, lago ou mar;4869253747
Fossa séptica;4870047870
Direto para um rio, lago ou mar;4870146932
Direto para um rio, lago ou mar;4870249073
Outra forma;4871037428
Vala a céu aberto;4871308634
Outra forma;4871574199
Vala a céu aberto;4871617505
;4871691586
Direto para um rio, lago ou mar;4872200136
Outra forma;4872544226
Vala a céu aberto;4872689704
Vala a céu aberto;4873072166
;4874210350
Fossa séptica;4874801390
Fossa séptica;4874862187
Vala a céu aberto;4875033176
Direto para um rio, lago ou mar;4875250789
Outra forma;4875521642
Fossa séptica;4875648391
Direto para um rio, lago ou mar;4890580000
Fossa séptica;4890710078
Direto para um rio, lago ou mar;4890845240
Fossa séptica;4890932216
Fossa séptica;4877125523
Outra forma;4877357904
Direto para um rio, lago ou mar;4877572112
;4878399783
Outra forma;4879363618
Outra forma;4879498033
Fossa séptica;4880074020
Fossa séptica;4880186848
Direto para um rio, lago ou mar;4880254355
Vala a céu aberto;4880311928
Outra forma;4882240475
Fossa séptica;4882563991
Fossa séptica;4882883392
Outra forma;4883537501
Outra forma;4884183800
Fossa séptica;4884407504
Direto para um rio, lago ou mar;4884633350
Outra forma;4885415578
Outra forma;4886149880
Direto para um rio, lago ou mar;4886775217
Vala a céu aberto;4888143323
;4888593280
Direto para um rio, lago ou mar;4888626120
Outra forma;4889006389
;4891508612
Direto para um rio, lago ou mar;4892153788
Direto para um rio, lago ou mar;4893748165
Vala a céu aberto;4893759361
Vala a céu aberto;4893905791
Vala a céu aberto;4895268705
Fossa séptica;4895580628
Direto para um rio, lago ou mar;4897497043
Direto para um rio, lago ou mar;4898536689
Outra forma;4907111380
Fossa séptica;4907167920
Outra forma;4899467206
Vala a céu aberto;4900235334
Outra forma;4900916102
;4901831585
Fossa séptica;4902170361
Direto para um rio, lago ou mar;4902684128
Fossa séptica;4902701669
Outra forma;4902917831
Fossa séptica;4903229300
Fossa séptica;4903752607
Vala a céu aberto;4903789519
Vala a céu aberto;4903839206
Direto para um rio, lago ou mar;4903905101
;4904318951
Fossa rudimentar;4904683498
Vala a céu aberto;4904883071
Direto para um rio, lago ou mar;4905393434
Vala a céu aberto;4905599059
Fossa séptica;4905957400
Fossa séptica;4907882629
Fossa séptica;4908276323
;4910434062
Fossa séptica;4910527826
;4910557229
Fossa séptica;4910692860
Vala a céu aberto;4911117460
Vala a céu aberto;4911640766
Fossa séptica;4912096903
;4912115037
Fossa séptica;4919652909
Direto para um rio, lago ou mar;4919816510
Vala a céu aberto;4912187968
Fossa séptica;4912225053
Fossa séptica;4912360422
Fossa séptica;4912891037
Direto para um rio, lago ou mar;4912976458
Outra forma;4913321730
Vala a céu aberto;4913620134
Outra forma;4915103498
;4915515338
Outra forma;4916138570
;4916341295
Vala a céu aberto;4917684277
Outra forma;4917694744
;4918112927
Fossa séptica;4918226426
Fossa séptica;4918328938
Fossa séptica;4918751776
Outra forma;4918849075
Fossa séptica;4919053002
Fossa séptica;4919285485
Fossa séptica;4919465114
Direto para um rio, lago ou mar;4919516045
Outra forma;4921032327
Outra forma;4921355410
Direto para um rio, lago ou mar;4921384940
Direto para um rio, lago ou mar;4924382507
Fossa séptica;4924501450
Fossa rudimentar;4924837288
Fossa séptica;4925101480
Outra forma;4925140540
Direto para um rio, lago ou mar;4925328859
Outra forma;4925508750
Direto para um rio, lago ou mar;4925758438
Fossa séptica;4926195496
Vala a céu aberto;4932864116
Fossa séptica;4932885113
Outra forma;4927156290
Outra forma;4927317641
Outra forma;4928669614
;4928809483
Outra forma;4928968956
Outra forma;4930299403
Direto para um rio, lago ou mar;4931123830
Direto para um rio, lago ou mar;4931382428
Direto para um rio, lago ou mar;4931468659
Vala a céu aberto;4932764324
Outra forma;4932781253
Vala a céu aberto;4935853972
Fossa rudimentar;4936512508
Vala a céu aberto;4937412248
Outra forma;4952790053
Vala a céu aberto;4952934152
Outra forma;4952996425
Outra forma;4953001109
Direto para um rio, lago ou mar;4953007050
;4953053672
Outra forma;4953143310
;4939110818
Direto para um rio, lago ou mar;4939420175
;4940720322
Fossa séptica;4942061369
Direto para um rio, lago ou mar;4943255183
Outra forma;4943436218
Vala a céu aberto;4944019823
Fossa rudimentar;4944339658
Direto para um rio, lago ou mar;4944453515
Fossa séptica;4944521618
Vala a céu aberto;4945287104
Direto para um rio, lago ou mar;4945942846
Vala a céu aberto;4946156305
Direto para um rio, lago ou mar;4946213627
Fossa séptica;4948763284
;4948942103
Vala a céu aberto;4949271008
;4950282310
Fossa séptica;4950306944
Fossa séptica;4950370448
Vala a céu aberto;4951194660
Fossa séptica;4951216655
Direto para um rio, lago ou mar;4952459683
;4952546659
Outra forma;4953160401
Vala a céu aberto;4953209788
Fossa séptica;4959740566
;4960207906
Outra forma;4953624335
Fossa séptica;4953873203
Outra forma;4954505534
Direto para um rio, lago ou mar;4954711789
Vala a céu aberto;4955647022
Direto para um rio, lago ou mar;4956906781
Outra forma;4957467110
Vala a céu aberto;4957584346
Outra forma;4958301860
Outra forma;4958707301
Vala a céu aberto;4958819703
Direto para um rio, lago ou mar;4959082585
;4959358408
Outra forma;4959423757
;4962833081
Direto para um rio, lago ou mar;4963597462
Fossa séptica;4963637510
Outra forma;4963751801
Vala a céu aberto;4963797550
Outra forma;4964289931
Outra forma;4971792961
Fossa séptica;4966182107
Vala a céu aberto;4967073530
Outra forma;4967166032
Outra forma;4968380160
Direto para um rio, lago ou mar;4969339228
Outra forma;4969949301
;4970339503
Direto para um rio, lago ou mar;4970467501
Outra forma;4970858365
Outra forma;4970954321
Direto para um rio, lago ou mar;4972538368
Outra forma;4973046787
Fossa séptica;4973181560
Direto para um rio, lago ou mar;4973399191
Direto para um rio, lago ou mar;4973675059
Fossa séptica;4973941468
Outra forma;4974018191
;4975483998
;4977398360
Direto para um rio, lago ou mar;4978722420
Fossa séptica;4978747929
Fossa séptica;4979516734
Fossa séptica;4980697615
Outra forma;4981962169
Direto para um rio, lago ou mar;4985116424
;4985430056
;4985987565
Outra forma;4986197703
Direto para um rio, lago ou mar;4986354906
Vala a céu aberto;4986398784
Direto para um rio, lago ou mar;4988208311
Fossa séptica;4989016297
Vala a céu aberto;4990631803
Outra forma;4990984714
Outra forma;4991001404
Fossa séptica;4992895603
Direto para um rio, lago ou mar;4993522894
Direto para um rio, lago ou mar;4993700580
Fossa séptica;4994140472
;4994221553
Direto para um rio, lago ou mar;4994329834
Direto para um rio, lago ou mar;4994982830
Outra forma;4996288299
Outra forma;4996587954
Direto para um rio, lago ou mar;4996624159
Fossa séptica;4996807318
Direto para um rio, lago ou mar;4997058408
Fossa séptica;4998088009
Direto para um rio, lago ou mar;4998093274
Outra forma;4998680480
Fossa séptica;4998793411
Fossa rudimentar;4999373505
Direto para um rio, lago ou mar;4999396386
Fossa séptica;4999501198
Direto para um rio, lago ou mar;4999714698
Outra forma;4999945584
Outra forma;5000676602
Fossa séptica;5000679709
Outra forma;5000714202
Direto para um rio, lago ou mar;5000758838
Direto para um rio, lago ou mar;5000760905
Fossa séptica;5000769104
Fossa séptica;5000822510
Fossa séptica;5000854047
Fossa séptica;5001706572
Fossa séptica;5001775388
Outra forma;5002570607
Fossa séptica;5002611133
Fossa séptica;5002623905
Fossa séptica;5002873413
Fossa séptica;5003786905
Vala a céu aberto;5004159947
Fossa séptica;5004275009
Direto para um rio, lago ou mar;5004513112
Fossa séptica;5005590749
Direto para um rio, lago ou mar;5005688390
Vala a céu aberto;5005911723
Direto para um rio, lago ou mar;5006350563
Outra forma;5008102141
Direto para um rio, lago ou mar;5008282107
Fossa séptica;5008349465
Direto para um rio, lago ou mar;5008796992
Fossa séptica;5009195429
Fossa séptica;5010732807
Direto para um rio, lago ou mar;5010922932
;5012148444
Fossa séptica;5012503953
Direto para um rio, lago ou mar;5013039444
Outra forma;5013430089
Direto para um rio, lago ou mar;5013952530
Direto para um rio, lago ou mar;5015090110
Fossa séptica;5016672377
Fossa séptica;5017777768
;5020889741
Direto para um rio, lago ou mar;5020946052
Direto para um rio, lago ou mar;5020987085
Outra forma;5021313304
Vala a céu aberto;5021347632
Fossa séptica;5023953890
Vala a céu aberto;5028802602
Vala a céu aberto;5029844490
Outra forma;5031595493
Fossa séptica;5031981610
;5032807559
Fossa séptica;5041725225
Outra forma;5034223635
;5034883210
Outra forma;5037405190
Direto para um rio, lago ou mar;5037689953
Fossa rudimentar;5037755093
;5037760097
Fossa séptica;5040991240
Vala a céu aberto;5042404120
Fossa rudimentar;5055401265
Direto para um rio, lago ou mar;5055662492
Direto para um rio, lago ou mar;5043492287
;5043568364
Outra forma;5044477770
Vala a céu aberto;5045739000
Vala a céu aberto;5045829920
Outra forma;5047564436
Outra forma;5048377109
Outra forma;5048621620
Direto para um rio, lago ou mar;5049000726
;5049274184
;5049711070
Vala a céu aberto;5050115817
Direto para um rio, lago ou mar;5050478456
Fossa séptica;5052539509
;5052550308
Direto para um rio, lago ou mar;5052733224
Outra forma;5052885407
Direto para um rio, lago ou mar;5053347557
Fossa séptica;5070487841
;5070971573
;5058302489
;5058350106
Fossa séptica;5058761165
Fossa séptica;5059713210
Direto para um rio, lago ou mar;5060241726
Vala a céu aberto;5061742125
Fossa séptica;5063274935
Fossa séptica;5065587540
;5065753490
Fossa rudimentar;5065773173
;5066242694
Vala a céu aberto;5066592598
Outra forma;5066770950
Outra forma;5066974873
Fossa séptica;5067612231
;5068105422
Vala a céu aberto;5083425629
Vala a céu aberto;5083577216
Direto para um rio, lago ou mar;5092760400
Direto para um rio, lago ou mar;5071604876
Vala a céu aberto;5072351858
;5075994032
Fossa séptica;5076293291
Direto para um rio, lago ou mar;5078279610
Direto para um rio, lago ou mar;5080413760
Direto para um rio, lago ou mar;5081294608
Direto para um rio, lago ou mar;5081927732
Direto para um rio, lago ou mar;5084484335
Fossa séptica;5084510352
Direto para um rio, lago ou mar;5084663779
Outra forma;5085474589
Direto para um rio, lago ou mar;5086841704
Fossa séptica;5087744702
Outra forma;5088687770
Outra forma;5090001189
Fossa séptica;5090356718
Direto para um rio, lago ou mar;5091554726
;5092609184
Direto para um rio, lago ou mar;5093811548
Outra forma;5095127202
Fossa séptica;5095463580
Fossa rudimentar;5098306094
Vala a céu aberto;5099869947
Fossa séptica;5100187425
Fossa séptica;5100593091
Direto para um rio, lago ou mar;5101595241
Direto para um rio, lago ou mar;5103700476
;5104194531
Fossa séptica;5104293866
;5104527280
;5105496590
Outra forma;5106242193
Outra forma;5107489290
Direto para um rio, lago ou mar;5107505910
Direto para um rio, lago ou mar;5114370561
Fossa séptica;5114621319
;5108536259
;5109750971
;5112763469
;5113095540
;5123190902
Fossa séptica;5123202412
Fossa séptica;5123914161
Outra forma;5115620049
Direto para um rio, lago ou mar;5115823900
Vala a céu aberto;5116215318
Direto para um rio, lago ou mar;5116268276
;5117333802
Fossa séptica;5117459660
;5117765788
Outra forma;5118918499
Fossa séptica;5119632548
Direto para um rio, lago ou mar;5121151683
;5121738188
Direto para um rio, lago ou mar;5121842597
;5122136580
Direto para um rio, lago ou mar;5122292280
Fossa séptica;5122294658
Outra forma;5124091290
Direto para um rio, lago ou mar;5133802803
Outra forma;5134297940
Outra forma;5144832539
;5125111520
;5126707574
Fossa séptica;5126885677
Direto para um rio, lago ou mar;5127806258
Outra forma;5127964759
Vala a céu aberto;5128232000
Fossa séptica;5128557731
Outra forma;5129869672
;5130634802
;5132784194
Vala a céu aberto;5136106263
;5137334936
Direto para um rio, lago ou mar;5138093762
Outra forma;5138278622
Outra forma;5139043017
Direto para um rio, lago ou mar;5139397099
Fossa séptica;5139454904
Fossa rudimentar;5140676249
Direto para um rio, lago ou mar;5141390640
Direto para um rio, lago ou mar;5143159466
Direto para um rio, lago ou mar;5143402158
Fossa séptica;5144978827
Outra forma;5145194609
Outra forma;5156028098
Direto para um rio, lago ou mar;5156882072
Outra forma;5145819307
;5146350370
Outra forma;5148270411
Fossa séptica;5148338822
Fossa séptica;5148486694
Direto para um rio, lago ou mar;5149205052
Direto para um rio, lago ou mar;5149745243
Direto para um rio, lago ou mar;5149745839
Direto para um rio, lago ou mar;5149921319
Direto para um rio, lago ou mar;5150139947
Direto para um rio, lago ou mar;5150680206
Direto para um rio, lago ou mar;5150795100
Outra forma;5151139991
Outra forma;5151161814
Fossa séptica;5153472132
;5154001303
Direto para um rio, lago ou mar;5154410823
Direto para um rio, lago ou mar;5157390904
Fossa séptica;5169961774
Outra forma;5170046154
Direto para um rio, lago ou mar;5160345884
Outra forma;5160810552
Vala a céu aberto;5161379642
Direto para um rio, lago ou mar;5163161091
;5163980750
Outra forma;5164427168
Fossa séptica;5164457822
Vala a céu aberto;5164980371
;5165614212
Fossa rudimentar;5166275039
Direto para um rio, lago ou mar;5167138418
;5171471061
Fossa séptica;5171566798
Vala a céu aberto;5171767505
;5171929424
Direto para um rio, lago ou mar;5180698260
Vala a céu aberto;5173219637
Fossa séptica;5173520361
Outra forma;5174862967
Outra forma;5174939005
Fossa séptica;5175257048
Direto para um rio, lago ou mar;5175538721
Fossa séptica;5175863630
Vala a céu aberto;5176739089
Vala a céu aberto;5177038661
Outra forma;5177596672
Fossa séptica;5179308208
Direto para um rio, lago ou mar;5179533589
Direto para um rio, lago ou mar;5179658527
Vala a céu aberto;5179840830
Outra forma;5181208053
Direto para um rio, lago ou mar;5181343260
Fossa séptica;5181796214
Direto para um rio, lago ou mar;5182027559
Vala a céu aberto;5182118783
Vala a céu aberto;5183003904
Fossa séptica;5184693106
Outra forma;5184940553
Direto para um rio, lago ou mar;5185180510
Fossa séptica;5185244186
Direto para um rio, lago ou mar;5185404051
Direto para um rio, lago ou mar;5186179639
Direto para um rio, lago ou mar;5194969309
Fossa séptica;5195153582
Vala a céu aberto;5195605823
Vala a céu aberto;5195863792
Direto para um rio, lago ou mar;5195894167
;5203820643
Direto para um rio, lago ou mar;5203834270
Direto para um rio, lago ou mar;5203861242
Outra forma;5187207130
Fossa séptica;5187834720
Fossa séptica;5188438402
Fossa séptica;5188756013
Outra forma;5189502040
Outra forma;5189725774
Direto para um rio, lago ou mar;5190380025
Fossa séptica;5190797520
Vala a céu aberto;5190971813
Fossa rudimentar;5191314360
Direto para um rio, lago ou mar;5191803728
Direto para um rio, lago ou mar;5192736137
Fossa rudimentar;5192859212
Vala a céu aberto;5192860148
;5193244637
Direto para um rio, lago ou mar;5193430180
;5193743633
Outra forma;5194036493
Outra forma;5194268270
;5194727569
Outra forma;5196152555
Vala a céu aberto;5196390065
;5197013990
Fossa séptica;5197064633
;5197378573
Direto para um rio, lago ou mar;5197487780
Outra forma;5197530383
Fossa séptica;5198621714
Outra forma;5199883615
Direto para um rio, lago ou mar;5200047951
Direto para um rio, lago ou mar;5201150748
Direto para um rio, lago ou mar;5201217087
Fossa séptica;5201736602
Vala a céu aberto;5211756746
Fossa séptica;5206643378
Fossa rudimentar;5206690538
Outra forma;5206789402
;5207178806
Outra forma;5209780309
Fossa séptica;5210060829
;5210083527
Vala a céu aberto;5210542815
;5210644901
;5210753190
Outra forma;5210902374
Fossa rudimentar;5211011406
Outra forma;5211021975
Fossa séptica;5211149262
Vala a céu aberto;5211514815
Vala a céu aberto;5212846196
Vala a céu aberto;5213183000
Fossa séptica;5214753330
Fossa séptica;5216113185
Vala a céu aberto;5216963561
Direto para um rio, lago ou mar;5217754265
;5218442666
Vala a céu aberto;5219511785
Direto para um rio, lago ou mar;5219571923
Vala a céu aberto;5219578421
Direto para um rio, lago ou mar;5219820907
;5219889770
Fossa séptica;5221421178
Direto para um rio, lago ou mar;5221960710
Outra forma;5222371778
Vala a céu aberto;5223887280
Outra forma;5223939697
Outra forma;5224002052
Fossa rudimentar;5232136038
;5232747851
Fossa séptica;5241587543
Direto para um rio, lago ou mar;5224551749
Fossa séptica;5224745195
Fossa séptica;5224946689
Outra forma;5225270433
;5225898203
Fossa séptica;5226390033
Fossa séptica;5226710801
Fossa séptica;5228859934
Outra forma;5229083140
;5229483083
Direto para um rio, lago ou mar;5231319767
Outra forma;5232063995
;5233105101
Outra forma;5233346214
;5235222822
;5235554159
Outra forma;5235806140
Direto para um rio, lago ou mar;5236118115
Direto para um rio, lago ou mar;5236208378
Direto para um rio, lago ou mar;5236887682
Vala a céu aberto;5237205992
Fossa séptica;5238065310
Outra forma;5238224990
Fossa rudimentar;5238259352
Outra forma;5238820925
